Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R68415,90.03,33.53,49.77,13.29,7.29,8.86,13.31,21.01,6.28,,4,11.06,8.41,,61.62,N,NA,NA,19.82,8.88,6.5,7.61,5,22.2,9.14,7.34,9.29,5,South Australia,Goyder (DC),-33.4,138.9,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R40689,87.09,30.59,51.04,12.93,7.53,8.94,12.57,18.15,5.58,,3.82,10.09,8.06,,62.26,N,NA,NA,19.25,7.93,6.32,7.43,5,21.85,8.54,7.22,9.24,5,South Australia,Goyder (DC),-33.6,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R65964,77.41,29.26,43.16,10.16,5.85,8.02,11.1,17.63,5.4,,3.32,9.65,6.35,,51.99,N,NA,NA,18.47,7.56,6.15,7.15,5,19.63,7.86,6.86,7.64,5,South Australia,Goyder (DC),-33.6,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R65961,89.52,28.77,54.87,13.5,6.83,9.26,12.57,18.92,5.26,,3.8,12.47,7.72,,55.53,N,NA,NA,17.64,7.88,6.1,6.83,5,19.63,8.45,6.74,7.33,5,South Australia,Goyder (DC),-33.6,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R68963,80.7,30.09,44.52,12.7,7.16,6.57,12.45,17.37,5.09,,3.73,8.87,7,,50.08,N,NA,NA,17.98,7.45,5.98,7.32,5,19.47,7.05,6.17,8.46,5,South Australia,Goyder (DC),-33.6,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R62842,93.46,31.15,56.7,14.98,8.44,7.35,12.99,18.49,5.13,,4.1,10.11,8.2,,57.95,N,NA,NA,18.07,7.86,6.26,7.01,5,19.59,8.41,6.68,8.6,5,South Australia,Goyder (DC),-33.6,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R43602,98.39,32.6,59.51,14.05,7.74,9.28,13.22,18.83,5.8,,3.93,10.25,8.82,,56.78,N,NA,NA,18.05,7.73,5.62,6.39,5,21.44,8.86,6.95,8.46,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R40838,90.03,31.04,53.17,14.15,7.53,8.01,13.42,19.51,5.86,,3.63,10.37,8.91,,60.37,N,NA,NA,18.29,7.42,6.2,7.72,5,20.54,8.61,6.74,8.15,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R45334,78.49,28.23,45.95,10.39,6.09,7.49,12.15,18.11,5.31,,3.29,10.01,6.35,,50.96,N,NA,NA,17.84,7.58,6,6.78,5,19.46,7.87,6.35,8.34,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R44434,85.99,28.58,51.73,14.48,6.33,8.03,12.79,17.3,5.32,,3.8,9.43,6.78,,52.03,N,NA,NA,18.7,7.93,6.14,7.73,5,19.24,7.44,6.53,8.01,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R40687,95.93,36.63,54.83,13.53,7.59,10,14.25,20.66,6.52,,3.97,11.86,8.4,,59.44,N,NA,NA,19.54,8.02,6.81,7.55,5,21.7,9.2,6.96,8.95,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R40744,94.22,30.75,58.09,13.9,7.29,8.89,12.33,17.45,5.13,,3.46,9.89,7.81,,57.21,N,NA,NA,18.3,8.1,6.03,6.79,5,19.11,8.16,6.53,7.68,5,South Australia,Goyder (DC),-33.7,139,,Chapple Group
Tiliqua adelaidensis,Scincidae,Egerniinae,SAMA,R4307.B,90.92,29.5,54.9,11.16,6.97,8.23,13.09,19.04,5.56,,3.62,11.71,6.25,,55.96,N,NA,NA,19.57,8.43,6.34,7.04,5,20.53,8.69,6.69,8.11,5,South Australia,Mitcham (C),-35,138.6,,Chapple Group
Tiliqua gigas,Scincidae,Egerniinae,ANWC,R10946,332,92,226,73.73,31.88,37.02,55.34,63.03,17.82,5.14,11.76,41,36,,204,N,,,63.17,23.6,22.16,17.41,5,73.23,25.15,24.77,23.31,5,,,,,,Ian Brennan
Tiliqua gigas,Scincidae,Egerniinae,ANWC,R10949,335,98,218,73,30.5,35.7,55.8,63.6,25.4,5.2,10.9,38.6,36,,205,N,,,76.6,28.5,25.6,22.5,5,74.4,24.9,26.5,23,5,,,,,wat is R10924,Ian Brennan
Tiliqua multifasciata,Scincidae,Egerniinae,MV,D73594,237.75,70.94,159.66,48.65,19.18,23.28,36.64,42.63,12.75,,7.15,23.37,21.1,,85.27,Y,NA,NA,40.82,16.26,16.53,16.77,5,42.34,20.45,17.27,15.72,5,NA,NA,NA,NA,,Chapple Group
Tiliqua multifasciata,Scincidae,Egerniinae,MV,R1619,210.9,66.53,133.59,48.08,17.65,23.31,38.53,42.08,11.78,,7.02,25.88,20.27,,105.55,N,NA,NA,42.81,18.4,17.91,12.57,5,45.15,21.96,17.7,12.5,5,NA,NA,NA,NA,,Chapple Group
Tiliqua multifasciata,Scincidae,Egerniinae,MV,R1615,235.38,81.52,144.68,45.02,20.72,26.63,41.93,42.75,14.18,,7.8,29.12,23.74,,110.15,N,NA,NA,47.21,19.68,19.61,15.11,5,49.74,25.64,22.84,14.67,5,NA,NA,NA,NA,,Chapple Group
Tiliqua multifasciata,Scincidae,Egerniinae,MV,D39226,230.34,80.49,141.06,53.62,20.3,24.26,42.84,47.66,13.14,,6.87,26.28,23.02,,119.92,N,NA,NA,41.91,20.8,19.49,13.93,5,49.05,25.59,19.41,12.77,5,NA,NA,NA,NA,,Chapple Group
Tiliqua multifasciata,Scincidae,Egerniinae,MV,D1087,236.86,79.91,142.39,47.81,21.16,28.69,46.06,48.02,13.38,,7.2,31.12,23.76,,101.18,Y,NA,NA,46.32,20.01,18.45,14.36,5,49.16,25.01,21.86,14.66,5,NA,NA,NA,NA,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D3068,255.57,70.19,168.56,38.54,21.44,23.15,34.87,41.51,13.97,,8.01,25.28,22.14,,105.61,N,NA,NA,43.88,17.61,17.33,17.69,5,46.92,21.46,19.26,16.03,5,NA,NA,NA,NA,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D59515,293.77,76.01,201.48,49.07,23.03,29.1,40.43,46.35,15.65,,7.84,30.42,27.85,,124.74,N,NA,NA,53.89,21.25,21.45,18.07,5,58.18,27.48,22.11,21.06,5,Victoria,"Cravensville track, S.E. of Corryong",-36.4,147.567,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D55079,264.69,78.38,163.43,42.97,19.61,28.72,37.38,44.96,14.93,,7.1,27.31,21.12,,113.84,N,NA,NA,49.68,19.9,18.08,18.38,5,51.41,23.46,20.58,19.12,5,Victoria,Bonbeach,-38.07,145.13,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D48965,316.55,80.59,223.48,53.18,25.49,30.23,43.75,49.04,16.6,,8.1,31.25,26.64,,129.56,N,NA,NA,52.47,22.53,19.37,17.75,5,57.9,27.83,22.42,17.94,5,Victoria,3 km W of Seaspray,-38.38,147.13,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D48739,269.35,74.25,174.36,49.15,25.42,30.51,42.57,48.22,16.04,,8.52,33.24,27.1,,124.26,N,NA,NA,48.8,22.82,21.37,19.54,5,49.53,24.2,22.56,20.74,5,Victoria,4 km SE of Balook,-38.45,146.58,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D50947,260.62,72.58,175.51,41.62,19.33,23.92,35.53,41.73,14.16,,7.41,27.54,24.13,,107.3,N,NA,NA,47.44,19.77,15.16,17.61,5,49.75,23.45,18.94,18.25,5,Victoria,Cape Liptrap,-38.9167,145.933,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D66532,263.1,77.38,174.96,48.77,21.92,24.92,34.45,43.51,14.48,,8.09,27.35,25.99,,117.67,N,NA,NA,49.55,18.12,19.69,17.76,5,49.96,24.69,20.85,17.9,5,Victoria,"Wilsons Promontory, Tidal River",-39.03,146.33,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D42485,264.89,71.53,176.35,48.81,21.64,25.18,40.55,46.49,15.16,,8.19,28.29,26.41,,103.72,N,NA,NA,51.48,22.76,19.64,18.96,5,52.97,24.55,20.08,19.13,5,Tasmania,"Bass Strait, Hogan Group, Hogan Island",-39.22,146.98,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D14308,292.6,83.47,189.89,61.31,28.79,29.85,43.47,48.6,14.09,,8.65,29.95,28.63,,143.66,Y,8.57,NA,55.95,24.91,21.57,19.46,5,59.77,27.57,24.59,20.33,5,Tasmania,"Bass Strait, Furneaux Group, Cape Barren Island",-40.37,148.03,,Chapple Group
Tiliqua nigrolutea,Scincidae,Egerniinae,MV,D33182,298.57,85.89,187.57,50.41,24.19,28,45.37,55.07,17.47,,7.6,28.5,25.93,,136.29,N,NA,NA,55.3,24.46,23.06,17.71,5,62,30.53,23.86,20.08,5,Tasmania,Coalmines,-42.98,147.7,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D3469,276.8,92.42,167.05,44.62,23.13,27.43,43.96,54.96,18.48,,9.53,26.2,24.13,,133.03,N,NA,NA,56.04,21.93,21.33,19.85,5,54.07,26.92,24.44,17.52,5,NA,NA,NA,NA,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,R8039,278.1,83.39,178.26,50.26,24.02,27.1,41.68,47.66,16.79,,8.18,25.46,24.28,,122.45,N,NA,NA,51.99,20.99,20.83,17.58,5,59.14,26.86,24.76,20.22,5,Victoria,Mallee,NA,NA,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D10993,277.5,78.88,164.61,51.57,19.01,24.65,40.25,45.61,15.87,,7.58,25.27,21.27,,129.86,N,NA,NA,51,22.51,19.73,15.87,5,55.82,26.5,22.34,15.99,5,South Australia,Ernabella Mission,-26.3,132.13,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,R8219,293.1,89.42,176.85,51.87,23.35,28.37,45.08,54.16,18.44,,8.26,28.33,25.72,,136.64,N,NA,NA,53.78,25.06,21.99,17.57,5,61.76,29.7,26.45,19.2,5,South Australia,"Overland Railway, Ooldea",-30.45,131.83,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D09525,274.5,81.48,159.98,44.23,19.24,24.42,38.64,45.15,15.57,,8.26,24.25,22.41,,121.15,N,NA,NA,53.26,20.84,20.86,18.48,5,56.36,24.35,23.04,18.13,5,South Australia,"Eyre Peninsula, Lock",-33.57,135.75,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D09524,269.5,80.97,170.39,47.27,21.57,28.58,43.98,48.89,16.72,,7.42,26.28,23.93,,127.61,N,NA,NA,49.59,20.53,20.27,18.34,5,59.08,27.21,23.72,18.96,5,South Australia,"Eyre Peninsula, Sheringa",-33.85,135.23,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,R4552,266.15,75.6,167.02,47.25,23.55,26.14,43.81,46.25,16.15,,7.66,26.96,25.45,,122.04,N,NA,NA,52.57,23.44,21.21,16.92,5,58.19,27.16,23.33,19.01,5,South Australia,Purnong Landing,-34.85,139.63,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,R5187,288.7,84.94,180.3,47.21,23.75,25.98,45.22,52.05,17.15,,9.65,29.09,25.46,,144.44,N,NA,NA,52.79,21.76,22.12,19.11,5,54.44,24.8,23.56,17.78,5,South Australia,Murray Bridge,-35.12,139.27,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D48368,275.1,78.7,171.31,48.25,21.4,24.34,43.76,47.92,16.48,,8.12,28.51,24.05,,120.6,N,NA,NA,52.97,21.94,21.58,18.43,5,58.97,27.96,24.28,18.82,5,Victoria,Lake Boga,-35.45,143.63,,Chapple Group
Tiliqua occipitalis,Scincidae,Egerniinae,MV,D51625,286.45,83.76,170.76,56.5,22.28,27.74,47.94,51.27,16.94,,8.01,28.44,25.53,,143.9,N,NA,NA,51.3,20.67,22.02,18.99,5,54.07,27.45,24.15,18.61,5,Victoria,"Little Desert, Wimmera, 8 km S of Kiata",-36.43,141.8,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R10553,252,73.24,163.76,60.08,25.47,36.29,57.05,52.54,13.52,,10.88,37.36,39.99,,53.38,N,NA,NA,55.84,25.14,23.44,18.19,5,57.4,28.69,24.85,17.12,5,NA,Central Australia,NA,NA,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R10140,295,88.79,190.09,72.18,27.54,35.48,62.77,57.37,15.82,,10.8,38.41,35.14,,68.49,N,NA,NA,57.71,25.12,24.46,20.77,5,60.42,28.5,26.72,22.86,5,Unknown,Unknown,NA,NA,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R126846,291,94.68,179.69,63.32,25.75,38.35,58.12,62.32,16.88,,10.5,43.15,32.28,,68.17,N,NA,NA,55.73,25.84,24.59,18.81,5,57.48,26.7,24.97,20.31,5,Western Australia,18KM N BOOLATHANA HOMESTEAD,-24.413056,113.706667,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R67709,277.5,80.91,180.68,65.37,30.54,36.36,58.81,52.7,14.74,,9.92,37.75,39.38,,59.47,N,NA,NA,67.36,29.17,26.74,23.21,5,62.32,30.39,26.99,23.96,5,South Australia,8.4km NNE Mount Wells,-28.825,138.8853,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R25848,285,81.54,182.27,60.15,31.39,37.81,59.45,59.15,15.38,,11.64,32.09,39.15,,57.88,N,NA,NA,60.95,28.23,27.59,19.16,5,62.3,30.31,26.96,18.71,5,New South Wales,Lightning Ridge,-29.433,147.983,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R25846,312,83.34,210,64.83,31.5,39.51,57.2,52.74,14.11,,9.8,37.95,39,,61.33,N,NA,NA,58.37,27.79,25.73,17.83,5,61.43,30.56,25.9,17.95,5,New South Wales,Lightning Ridge,-29.433,147.983,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R44948,256,77.25,160.2,50.38,24.69,31.43,49.98,52.2,14.29,,9.43,40.65,31.59,,60.26,N,NA,NA,56.02,26.75,24.97,19.24,5,57.89,27.35,26.5,20.84,5,South Australia,2.5 KM NE OF WEATHERED HILL,-29.51,139.4603,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R62517,290,86.3,185.65,58.33,30.88,34.22,59.47,59.02,16.47,,11.09,40.67,34.06,,72.45,N,NA,NA,67.06,32.61,30.32,21.23,5,68.96,32.65,28.9,23.85,5,South Australia,26.9km NNE Mirikata Homestead,-29.5917,135.385,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R121937,275,82.2,177.71,63.64,29.36,38.49,62.51,63.08,16.15,,12.06,38.7,32.02,,80.74,N,NA,NA,61.87,27.52,27.92,19.73,5,58.83,29.22,24.91,20.07,5,Western Australia,"3KM W MOUNT PERON, LESUEUR NATIONAL PARK",-30.116667,115.116667,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R63450,243.5,73.7,152.54,52.65,21.95,27.76,49.97,51.22,15.92,,9.87,27.69,24.6,,48.01,N,NA,NA,55.49,25.68,23.04,17.86,5,56.24,27.43,22.81,19.11,5,South Australia,Yalata Roadhouse | 37.3 km WSW,-31.5439,131.4256,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R23075,231,69.51,145.52,54.82,23.28,27.96,47.15,48.01,13.65,,9.42,29.07,27.39,,68.01,N,NA,NA,51.36,22.15,21.9,15.75,5,50.32,24.69,21.79,16.88,5,Western Australia,31 KM W MADURA,-31.92,127.32,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R130108,266,87.38,165.37,52.65,29.03,33.43,56.53,62.7,15.91,,12.37,37.62,32.34,,85.37,N,NA,NA,53.19,27.4,24.93,18.18,5,58.63,28.77,23.79,19.92,5,Western Australia,BOLD PARK,-31.9425,115.772222,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R100371,280,93.33,168.78,57.3,30.33,35.73,58.78,66.79,19.3,,11.92,43.61,32.44,,92.95,N,NA,NA,60.37,28.07,27.93,19.62,5,60.25,30.42,26.39,19.8,5,Western Australia,KALAMUNDA,-31.983333,116.05,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R12803,219,67.85,135.01,48.64,23.11,27.57,41.79,44.3,13,,7.69,33.69,26.58,,31.76,N,NA,NA,46.22,22.27,20.17,13.81,5,48.54,24.12,19.18,15.13,5,Western Australia,Rottnest Island,-32,115.5,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,WAM,R14972,241,68.75,153.6,49.51,24.57,30.48,43.9,48.83,12.99,,9.36,38.16,25.48,,63.24,N,NA,NA,50.6,23.11,21.71,15.02,5,49.98,26.14,21.65,18.4,5,Western Australia,Rottnest Island,-32,115.5,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R28082,320,95.22,193.86,64.48,28.51,33.46,56.41,62.28,15.94,,12.89,33.13,32.99,,56.81,N,NA,NA,66.67,29.02,29.96,22.4,5,64.32,30.93,27.08,21.57,5,South Australia,30 KM S.W OF HAWKER,-32.12,138.25,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31926,278,81.71,174.07,66.13,29,36.47,56.78,56.62,17.01,,11.18,37.85,34.4,,52.15,N,NA,NA,59.01,29.06,28.59,17.99,5,62.04,33.21,25.46,19.17,5,South Australia,8 KM W PINJARRA DAM,-32.1447,134.7308,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R26259,318.5,87.37,214,83.38,34.77,38.42,65.69,57.37,16.21,,10.27,42.51,44.5,,59.98,N,NA,NA,60.88,28.87,28.53,18.3,5,58.12,29.5,25.99,19.17,5,New South Wales,Nymagee - Mount Hope Rd,-32.5,145.95,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R26258,321,91.17,208,69.21,32.84,37.79,64.29,64.84,16.47,,11.72,44.52,39.27,,58.25,N,NA,NA,66.29,29.94,29.25,20.87,5,66.2,33.53,29.02,22.07,5,New South Wales,Nymagee - Mount Hope Rd,-32.5,145.95,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R28396,267,82.3,161.07,68.43,33.47,37.15,61.75,59.72,16.91,,11.86,33.75,40.61,,66.24,N,NA,NA,61.05,30.14,28.76,19.17,5,63.1,32.12,27.44,21.75,5,South Australia,"28 KM NW IRON KNOB, MP4",-32.53,136.93,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R23523,284,77.14,181.75,63.89,30.15,30.08,49.59,54.43,15.66,,11.21,30.68,32.64,,44.69,N,NA,NA,59.22,28.62,28.1,19.04,5,55.68,29.66,26.58,19.63,5,South Australia,MT RE3KABLE NAT PK,-32.87,138.05,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31621,264,81.25,163.5,65.56,28.51,30.35,55.45,53.39,14.77,,10.16,33.86,29.72,,58.11,N,NA,NA,57.97,27.29,23.54,18.58,5,56.23,30.06,25.42,18.79,5,South Australia,"MT RE3KABLE, NR RAILWAY XING ON MAINLAND, NR WEEROONA ISLAND",-33.1,138.05,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31622,262,73.46,174.36,63.16,27.74,30.41,52.35,53.88,14.88,,10.3,32.42,32.04,,56.23,N,NA,NA,55.42,24.75,23.62,19.18,5,55.81,29.55,25.85,17.76,5,South Australia,WEEROONA ISLAND MT FERGUSON,-33.1,138.03,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31623,252.5,74.6,162.89,60.96,27.76,28.39,49.07,48.21,13.74,,9.45,29.35,31.32,,51.18,N,NA,NA,52.38,24.72,21.01,17.3,5,53.57,27.69,22.65,17.06,5,South Australia,"MT RE3KABLE, NR RAILWAY XING ON MAINLAND, NR WEEROONA ISLAND",-33.1,138.05,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31618,260,68.79,174.94,66.4,25.9,29.46,51.27,47.51,12.55,,8.27,32.66,34.05,,55.8,N,NA,NA,53.65,25.15,22.2,17.58,5,53,28.34,22.06,16.53,5,South Australia,WEEROONA ISLAND MT FERGUSON,-33.1,138.03,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R31620,289.5,83.25,184.78,68.27,28.72,29.74,54.06,52.61,15.42,,10.03,32.46,35.25,,47.32,N,NA,NA,58.3,28.27,24.75,18.11,5,60.75,30.93,26.13,19.15,5,South Australia,"MT RE3KABLE, NR RAILWAY XING ON MAINLAND, NR WEEROONA ISLAND",-33.1,138.05,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R25954,308.5,86.75,198,66.52,30.7,39.83,59.63,58.62,14.71,,11.1,42.66,36.57,,60.03,Y,NA,NA,61.31,28.3,26.23,19.47,5,62.92,30.48,27.1,18.66,5,New South Wales,"Freemantle, 20 miles Nw. Bathurst",-33.25,149.383,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R58801,224,63.47,144.69,50.55,23.38,28.41,47.38,45.82,12.85,,9.65,30.29,29.06,,49.69,N,NA,NA,49.27,23.87,21.01,17,5,48.95,25.13,21.6,17.48,5,South Australia,48km ENE of Huddleston,-33.3269,138.3364,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R63474,252,73.56,162.57,53.98,23.39,27.31,48.99,52,13.42,,11.28,30.01,27.5,,53.01,N,NA,NA,47.96,22,22.35,19.73,5,48.42,25.66,21.62,18.62,5,South Australia,8.3km SE Bundey Bore Station Homestead,-33.9353,139.425,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,AM,R8431,283,78.38,184.1,68.83,26.58,36.96,59.16,54.09,14.6,,10.76,38.92,38.86,,64.02,N,NA,NA,58.5,27.13,26.65,19.4,5,61.96,30.39,26.43,19.96,5,New South Wales,Abercrombie Ranges,-33.966,149.316,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R33402,297,82.9,186,56.59,27.23,34.97,59.44,56.43,15.27,,11.04,33.38,34.28,,63.01,N,NA,NA,61.92,28.82,26.92,18.58,5,59.09,27.82,25.32,20.07,5,South Australia,MOUNT 3Y,-34.1,139.43,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R44237,245.5,69.64,160.6,62.14,27.59,29.87,53.47,47.4,12.45,,9.11,32.49,38.24,,50.12,N,NA,NA,48.25,24.05,22.11,16.34,5,46.98,26.51,22.19,15.73,5,South Australia,6.5 KM ENE OF OWEN,-34.25,138.6,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R24215,236.5,69.23,152.85,47.94,25.2,24.79,45.86,44.46,12.18,,8.92,26.31,30.78,,47.98,N,NA,NA,47.95,22.48,21.95,16.32,5,48.45,24.26,20.57,16.95,5,South Australia,11.2 KM N OF DUTTON,-34.25,139.15,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R39725,294,82.94,188.97,65.95,30.98,38.54,61.54,59.39,15.95,,9.32,37.34,37.77,,61.88,N,NA,NA,59.82,28.26,25.4,18.42,5,61.44,32.32,26.6,18.49,5,South Australia,11 KM NE OF SWAN REACH,-34.5189,139.6928,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R24138,257,75.44,163.52,52.73,25.02,31.53,50.12,50.61,13.85,,8.83,30.93,32.53,,46.76,N,NA,NA,49.95,23.7,21.78,16.54,5,53.82,26.83,23.89,17.22,5,South Australia,W.N.W OF GAWLER,-34.57,138.58,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R24139,254,69.54,169.47,58.33,25.74,29.27,48.96,47.97,13.9,,10.63,32.28,36.04,,57.11,N,NA,NA,49.72,25.6,24.19,17.17,5,47.97,25.69,22.36,16.69,5,South Australia,W.N.W OF GAWLER,-34.57,138.58,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R33408,260,69.46,162.56,55.04,23.27,28.58,45.26,44.91,13.24,,10.81,28.29,31.09,,23.91,Y,NA,NA,47.37,21.08,20.77,15.81,5,46.29,20.31,19.4,15.61,5,South Australia,SAINT KILDA,-34.73,138.53,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R57047,264,72.07,172.95,60.56,27.55,27.92,49.7,48.19,13.97,,9.6,32.75,35.57,,46.7,N,NA,NA,53.19,22.2,23.89,17.89,5,51.93,27.45,22.38,17.27,5,South Australia,"Adelaide Hills, Opposite Heathfield Pri3y School",-35.03,138.73,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R42445,283,82.16,186.32,68.01,30.49,35.69,56.71,56.29,14.38,,10.53,37.23,37.21,,61.98,N,NA,NA,56.47,28.32,26.36,18.2,5,54.58,30.08,25.61,16.97,5,South Australia,"BRETAG SCRUB, MONARTO ZOOLOGICAL PARK",-35.12,139.17,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R42447,235,68.66,154.92,58.69,24.4,26.26,48.91,43.72,11.78,,9.06,28.79,31.62,,53.31,N,NA,NA,46.9,22.37,22.02,16.31,5,44.94,23.16,21.43,16.49,5,South Australia,"BRETAG SCRUB, MONARTO ZOOLOGICAL PARK",-35.12,139.17,,Chapple Group
Tiliqua rugosa,Scincidae,Egerniinae,SAMA,R38427,276,73.85,186.23,64.93,28.12,30.97,54.47,53.19,14.75,,9.98,33.36,32.57,,59.3,N,NA,NA,57.14,26.86,24.96,17.67,5,53.55,26.15,25.37,16.52,5,South Australia,3.5 KM NE OF PEAKE,-35.35,139.97,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D73547,254.34,72.69,162.72,45.51,20.97,24.18,35.81,45.12,15.16,,9.02,25.02,26.27,,136.67,N,NA,NA,48.07,20.87,17.06,19.14,5,50.35,22.86,19.86,18.51,5,NA,NA,NA,NA,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D2998,278.53,84.44,173.16,47.52,21.38,25.9,37.52,52.8,18.27,,8.69,25.56,21.2,,154.79,N,NA,NA,55.61,23.71,19.75,22.75,5,56.51,25.51,22.13,20.73,5,NA,NA,NA,NA,,Chapple Group
