Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R11055,160,50,95,38.56,16.19,21.66,28.82,30.22,8.33,2.94,7.9,23.07,24.86,,67,Y,120,,50.94,14.64,17.33,18.97,5,65.97,22.27,18.7,25,5,,,,,,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R6835,198,66,115,37.64,16.82,23.74,31.61,35.57,9.87,3.12,7.8,24.05,28.22,83,39.19,Y,14.5,,54.4,16.8,19.38,18.22,5,75.52,23.4,21.02,31.1,5,,,,,,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R6713,174,53,104,33.75,15.62,23.36,24.36,28.6,8.61,2.6,5.75,21.29,25.51,187,142,N,,,47.95,15.8,15.5,16.65,5,58.32,18.52,18,21.8,5,,,,,,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R5711,108,35.8,62.33,24.99,9.1,14.4,16.38,21.15,6.61,2,4.94,13.54,14.4,166,166,N,,,35.51,11.38,11,13.13,5,45.36,13.01,12.95,19.4,5,,,,,gravid female,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R5685,125,48,67,25.79,12.8,17.34,19.6,24.95,7.67,2.6,5.95,16.59,17.8,24.5,24.5,Y,,,41.51,13.57,12.5,15.44,5,57,17,16.2,23.8,5,,,,,,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R10927,210,67,118,42.2,20.9,27.4,32.2,35.5,10.2,3.8,7.4,23,29.6,,240,Y,89,,57,18.4,19.1,19.5,5,74,22.1,23.4,28.5,5,,,,,,Ian Brennan
Bellatorias frerei,Scincidae,Egerniinae,ANWC,R10925,188,59,115,43.9,19.6,27,29.5,33.5,10.3,295,7.4,24.7,29.7,,236,N,,,54.5,19.3,17.2,18,5,71.9,21.4,22.6,27.9,5,,,,,,Ian Brennan
Bellatorias major,Scincidae,Egerniinae,MV,D08588,308,107.81,166,57.08,30.26,40.47,45.12,54.27,18.14,,11.15,33.2,34.49,,302,N,NA,NA,73.16,25.83,23.58,31.38,5,90.84,42.82,34.12,43.37,5,NA,NA,NA,NA,,Chapple Group
Bellatorias major,Scincidae,Egerniinae,MV,D51937,289,96.48,167,43.21,28.44,41.96,43.38,47.9,14.74,,11.44,31.42,36.38,,351,N,NA,NA,76.42,27.69,24.83,23.9,5,110.21,34.31,34.24,41.66,5,NA,NA,NA,NA,,Chapple Group
Bellatorias major,Scincidae,Egerniinae,MV,D08617,271,106.08,157,57.59,32.99,42.73,39.97,47.64,15.96,,11.63,32.48,38.56,,286.62,Y,NA,NA,64.69,26.01,24.05,29.61,5,113.42,35.96,33.98,43.48,5,NA,NA,NA,NA,,Chapple Group
Bellatorias obiri,Scincidae,Egerniinae,MAGNT,R26960,149.69,52.05,82.45,30.54,14.01,18.06,23.11,27.14,7.87,,6.29,15.19,20.04,,229,N,NA,NA,46.52,19.18,16.48,20.09,5,60.9,26.25,21.36,28.78,5,Northern Territory,NA,-12.9,132.8,,Chapple Group
Bellatorias obiri,Scincidae,Egerniinae,MAGNT,R26270,180.9,66.42,100.5,37.54,17.05,21.72,29.29,32.57,8.75,,7.11,21.38,25.76,,225.9,N,NA,NA,48.86,21.27,19.74,19.06,5,67.13,29.82,24.7,27.2,5,Northern Territory,NA,-12.9,132.8,,Chapple Group
Cyclodomorphus branchialis,Scincidae,Egerniinae,WAM,R129770,57.29,18.93,33.85,7.04,4.37,3.75,6.67,11.47,3.04,,2.4,5.79,4.3,,51.17,N,NA,NA,12.37,5.26,4.17,4.59,5,13.14,5.15,4.88,6.52,5,Western Australia,NA,-27.9,114.6,,Chapple Group
Cyclodomorphus branchialis,Scincidae,Egerniinae,WAM,R156771,70.6,21.68,45.03,8.37,4.96,5.2,7.75,13.12,3.79,,2.54,6.09,5.01,,64.56,N,NA,NA,14.02,5.73,4.95,6.29,5,16.02,6.8,5.86,6.44,5,Western Australia,NA,-28.1,117.9,,Chapple Group
Cyclodomorphus branchialis,Scincidae,Egerniinae,WAM,R130511,61.06,20.01,36.33,7.35,4.06,4.11,6.46,11.56,3.15,,2.19,6.11,3.78,,42.92,N,NA,NA,12.07,4.93,3.76,4.73,5,14.54,6.29,5.29,6.6,5,Western Australia,NA,-28.4,115.6,,Chapple Group
Cyclodomorphus branchialis,Scincidae,Egerniinae,WAM,R1725,80.64,22.76,53.5,10.14,6.13,5.66,8.78,13.23,3.77,,2.59,7.37,5.57,,64.04,N,NA,NA,11.02,4.64,4.63,5.31,5,16.32,6.41,5.73,5.79,5,Western Australia,NA,-28.8,114.6,,Chapple Group
Cyclodomorphus branchialis,Scincidae,Egerniinae,WAM,R134849,71.42,22.81,43.98,8.5,5.16,4.81,8.25,13.01,3.34,,2,6.25,4.75,,58.45,N,NA,NA,12.04,5.85,4.22,5.32,5,16.6,6.47,5.78,6.35,5,Western Australia,NA,-29.3,116.4,,Chapple Group
Cyclodomorphus casuarinae,Scincidae,Egerniinae,MV,D5733,173.91,45.36,121.17,27.84,13.02,16.2,19.57,27.36,8.16,,4.55,14.23,14.22,,NA,Y,NA,NA,23.73,9.57,8.86,11.62,5,35.4,16.04,12.21,16.01,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus casuarinae,Scincidae,Egerniinae,MV,D2089,144.47,37.77,103.05,17.88,9.74,10.63,13.07,20.46,6.22,,3.36,10.68,11.42,,160.51,N,NA,NA,17.68,6.85,6.5,8.64,5,26.76,11.11,9.86,11.56,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus casuarinae,Scincidae,Egerniinae,MV,D915,145.86,35.25,101.36,19.04,11.12,10.2,13.68,19.6,6.15,,3.22,11.07,11.52,,180.69,N,NA,NA,19.57,7.31,7.36,7.99,5,27.71,10.27,8.9,11.75,5,Tasmania,Emu Bay,-41.07,145.92,,Chapple Group
Cyclodomorphus casuarinae,Scincidae,Egerniinae,MV,D56347,145.54,37.01,101.05,18.7,9.53,11.14,14.43,22.43,6.37,,3.61,9.81,10.63,,164.86,N,NA,NA,20.6,8,7.04,8.72,5,28.63,12.61,10.55,11.65,5,Tasmania,Mt.Field,-42.67,146.6,,Chapple Group
Cyclodomorphus casuarinae,Scincidae,Egerniinae,ANWC,R3071,131,33,90,17.4,9.8,11.7,13.9,20.5,6.2,2.1,3.4,11.1,10.5,,152,N,,,21,7,6.8,7.2,5,32.1,10,9.6,12.5,5,,,,,,Ian Brennan
Cyclodomorphus celatus,Scincidae,Egerniinae,WAM,R128356,107.3,25.97,75.77,13.18,8.38,8.54,9.46,15.21,4.43,,3.14,8.59,7.8,,99.09,N,NA,NA,14.23,5.98,5.92,4.94,5,18.37,8.1,7.24,7.24,5,Western Australia,GREEN HEAD,-30.033889,115.018889,,Chapple Group
Cyclodomorphus celatus,Scincidae,Egerniinae,WAM,R128359,94.65,23.93,67,11.43,8.58,8.17,9.11,14.08,4.03,,2.96,7.77,7.19,,94.39,N,NA,NA,14.26,5.79,4.97,5.08,5,17.79,5.95,6.81,8.38,5,Western Australia,LESUEUR NATIONAL PARK,-30.038889,114.973056,,Chapple Group
Cyclodomorphus celatus,Scincidae,Egerniinae,WAM,R128360,94.27,24.49,66.19,11.65,7,7.99,9.94,13.53,3.67,,2.43,9.01,8.5,,98.78,N,NA,NA,13.17,5.75,5.31,5.8,5,18.39,8.4,7.14,8.49,5,Western Australia,6KM SW MILLSTREAM,-30.038889,114.973056,,Chapple Group
Cyclodomorphus celatus,Scincidae,Egerniinae,WAM,R128351,91.63,24.22,61.88,11.78,6.87,6.57,8.93,13.71,3.83,,2.64,7.31,6.69,,85.28,N,NA,NA,12.16,4.65,4.5,5.24,5,20.18,6.99,6.7,8.33,5,Western Australia,LESUEUR NATIONAL PARK,-30.073056,114.977222,,Chapple Group
Cyclodomorphus celatus,Scincidae,Egerniinae,WAM,R128364,97.51,22.38,70.96,11.52,6.72,7.29,8.92,13.7,3.88,,2.84,8.32,8.46,,70.38,Y,38.73,NA,11.84,7.23,4.81,4.81,5,18.92,6.15,6.13,7.48,5,Western Australia,LESUEUR NATIONAL PARK,-30.073056,114.977222,,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D67775,102.73,25.77,71.15,13.25,7.68,8.34,9.92,14.12,4.24,,2.61,8.85,9.24,,108.7,N,NA,NA,15.39,6.81,4.53,6.05,5,19.85,7.68,6.95,8.83,5,Northern Territory,"Finke River, Palm Paddock sites",-24.0425,132.706,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D67744,101.06,28.49,68.46,14.43,7.9,8.3,10.33,14.43,4.47,,2.57,8.31,8.67,,79.22,Y,10.88,NA,14.86,5.87,4.97,6.91,5,18.69,8.01,6.9,7.86,5,Northern Territory,"Finke River, Palm Paddock sites",-24.0425,132.706,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63744,98.36,25.44,66.56,12.9,7.84,8.18,9.79,14.19,4.29,,2.42,7.81,8.49,,93.31,Y,42.6,NA,14.77,5.95,5.5,6.01,5,17.34,6.96,6.61,7.92,5,South Australia,"Eyre Peninsula, 3.7 km W of Siam Homestead on Nonning road",-32.55,136.7,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63717,88.65,22.46,60.49,12.62,7.19,7.56,9.46,13.26,3.54,,2.43,8.2,8.05,,98.13,N,NA,NA,14.04,6.06,4.66,5.78,5,19.18,7.27,6.45,8.13,5,South Australia,"Eyre Peninsula, 13.7 km W of Siam Homestead on Nonning road",-32.55,136.68,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63743,100.06,23.91,69.59,11.61,7.82,6.52,9.21,13.22,3.85,,2.45,6.99,8.64,,76.85,N,NA,NA,12.59,4.82,4.11,5.19,5,15.88,6.64,5.67,7.33,5,South Australia,"Eyre Peninsula, 3.7 km W of Siam Homestead on Nonning road",-32.55,136.7,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63713,101.15,25.73,70.36,13.56,6.83,9.06,9.59,14.65,4.4,,2.75,8.95,9.1,,65.63,Y,50.4,NA,14.76,5.07,5.26,6.13,5,18.83,7.07,5.95,7.29,5,South Australia,"Eyre Peninsula, 9.6 km SE of Siam Homestead",-32.57,136.75,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63714,107.45,26.65,76,12.17,7.65,8.85,9.45,14.1,3.61,,2.86,7.7,9.46,,103.57,N,NA,NA,13.19,5.31,4.71,6.03,5,17.8,7.01,6.21,7.96,5,South Australia,"Eyre Peninsula, 9.6 km SE of Siam Homestead",-32.57,136.75,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D65370,96.97,25.63,67.78,13.76,7.32,7.24,8.98,13.16,3.82,,2.01,8.36,8.2,,88.48,N,NA,NA,15.24,5.28,4.93,6.46,5,17.12,7.12,6.08,7.32,5,South Australia,6.5 km E of Peterby Yards,-32.591,135.374,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63798,97.05,26.92,63.32,13.11,8.15,7.69,10.43,15.08,4.58,,2.61,8.62,8.96,,83.95,N,NA,NA,15.6,6.15,5.53,6.69,5,19.09,6.9,5.81,7.6,5,South Australia,"Eyre Peninsula, 12 km SW of Buckleboo Homestead",-32.858,135.992,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus elongatus,Scincidae,Egerniinae,MV,D63814,107.16,26.32,76.23,14.61,7.95,8.74,10.79,14.78,4.33,,2.67,8.77,9.24,,62.93,Y,54.59,NA,15.24,6.1,5.17,6.49,5,19.57,7.53,6.43,8.79,5,South Australia,"Eyre Peninsula, 20.9 km E of Kimba on SW corner of Lake Gillies Conservation Park",-33.25,136.57,accessioned as Cyclodomorphus melanops elongatus,Chapple Group
Cyclodomorphus gerrardii,Scincidae,Egerniinae,MV,D73368,82.23,28.95,49.27,10.72,6.71,8.77,12.89,18.06,6.08,,3.09,9.11,5.91,,101.77,N,NA,NA,18.05,6.77,7.4,6.95,5,23.57,8.71,7.64,10,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus gerrardii,Scincidae,Egerniinae,ANWC,R5473,195,63.7,120,30.8,16.9,20.5,28.5,45,12.2,4.7,6,24.1,17.5,,200,N,,,44.2,18.2,16.8,9.2,5,62.6,20.1,18.5,24,5,,,,,,Ian Brennan
Cyclodomorphus gerrardii,Scincidae,Egerniinae,ANWC,R2041,194,66,111,26,12.4,18.7,26.6,41.9,12.2,4,6.7,20.1,14.1,,205,N,,,54.9,16.4,17.6,20.9,5,65,20.8,18.5,25.7,5,,,,,,Ian Brennan
Cyclodomorphus gerrardii,Scincidae,Egerniinae,ANWC,R5124,212,69,128,35.5,16.1,20.3,29.9,49.1,13.7,4.6,7.2,24.5,17.6,,104,N,,,56.8,21.5,17.3,18,5,65.1,20.9,19.9,24.3,5,,,,,,Ian Brennan
Cyclodomorphus maximus,Scincidae,Egerniinae,WAM,R168816,163.04,46.15,105.63,22.29,12.87,15.32,18.61,25.13,7.83,,5.22,13.73,15.28,,206.06,N,NA,NA,27.52,15.9,9.88,9.59,5,33.3,13.72,14.17,12.75,5,Western Australia,Bathurst Island,-14.316667,126,,Chapple Group
Cyclodomorphus maximus,Scincidae,Egerniinae,WAM,R117825,182.63,48.91,122.14,25.31,13.79,13.87,18.5,26.25,7.64,,5.32,13.43,17.1,,190.23,N,NA,NA,30.43,14.12,11.18,9.79,5,39.72,15.53,9.95,14.78,5,Western Australia,Bathurst Island,-14.341389,126.019444,,Chapple Group
Cyclodomorphus maximus,Scincidae,Egerniinae,WAM,R168231,178.29,44.08,123.49,26.24,13.52,13.62,15.73,25.11,7.31,,4.99,11.78,15.19,,123.6,N,NA,NA,25.25,11.05,9.21,9.36,5,33.43,15.71,12.54,14.05,5,Western Australia,Bathurst Island,-16.025278,123.520278,,Chapple Group
Cyclodomorphus maximus,Scincidae,Egerniinae,WAM,R168230,180.57,48.26,127.89,26.14,15.31,14.26,16.5,25.17,6.99,,5.09,11.51,15.82,,182.29,N,NA,NA,25.54,13.08,9.17,9.48,5,34.88,15.85,13.62,14.29,5,Western Australia,MIDDLE OSBORN ISLAND,-16.034444,123.5375,,Chapple Group
Cyclodomorphus maximus,Scincidae,Egerniinae,WAM,R165399,182.15,46.69,125.66,27.63,14.28,13.71,16.6,26.57,7.27,,5.17,13.75,17.33,,170.63,N,NA,NA,26.56,12.08,10.32,11.19,5,35.84,16.46,12.82,15.59,5,Western Australia,NA,-16.034444,123.5375,,Chapple Group
Cyclodomorphus michaeli,Scincidae,Egerniinae,MV,D39196,92.82,26.39,60.93,9.99,7.65,7.11,9.18,14,4.53,,1.86,8.23,6.6,,137.38,N,NA,NA,10.5,3.42,4.7,3.38,5,15.38,6.38,6.31,7.64,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus michaeli,Scincidae,Egerniinae,MV,D66126,113.16,27.3,79.35,9.83,6.31,7.55,8.92,14.87,4.79,,3.35,8.07,6.17,,143.52,N,NA,NA,12.97,4.04,4.49,4.99,5,18.67,6.73,6.49,8.3,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus michaeli,Scincidae,Egerniinae,MV,D39131,95.61,25.59,61.32,9.15,7.35,7.09,8.92,14.66,4.2,,3.28,8.18,6.42,,144.43,N,NA,NA,12.7,3.72,4.23,6.36,5,19.68,7.71,6.69,8.84,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus michaeli,Scincidae,Egerniinae,MV,D50977,106.34,27.41,71.47,9.86,6.62,7.45,8.54,14.24,4.21,,2.64,7.35,5.62,,34.47,Y,NA,NA,10.49,3.64,3.87,5.45,5,17.55,7.14,5.71,7.67,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus michaeli,Scincidae,Egerniinae,MV,D70974,97.05,25.69,63.64,8.49,6.51,7.96,8.65,13.68,4.64,,2.79,7.38,5.57,,35.5,Y,NA,NA,10.04,3.66,4.53,4.45,5,17.91,7.05,5.91,7.12,5,NA,NA,NA,NA,,Chapple Group
Cyclodomorphus praealtus,Scincidae,Egerniinae,MV,D70896,78.33,20.32,54.19,10.41,5.84,6.28,9.17,12.82,4.01,,2.27,7.52,5.81,,58.38,N,NA,NA,11.61,5.57,4.4,5.77,5,16,6.74,5.39,8.16,5,Victoria,NA,-36.9,147.3,,Chapple Group
Cyclodomorphus praealtus,Scincidae,Egerniinae,MV,D77600,73.45,24.03,46.23,9.76,4.94,6.13,9.51,14.62,4.24,,2.74,6.62,5.46,,58.9,N,NA,NA,14.6,6.28,5.25,5.68,5,16.37,7.34,6.38,7.17,5,Victoria,NA,-37,147.2,,Chapple Group
Cyclodomorphus praealtus,Scincidae,Egerniinae,MV,D77601,93.8,28.8,61.73,10.84,6.19,5.89,9.57,15.33,3.95,,2.83,7.51,5.76,,70.58,N,NA,NA,15.09,6.54,5.35,6.38,5,18.73,8.19,6.57,8.16,5,Victoria,NA,-37,147.1,,Chapple Group
Cyclodomorphus venustus,Scincidae,Egerniinae,SAMA,R44813,96.95,28.36,65.09,13.15,7.41,7.04,9.58,13.69,4.39,,2.45,6.81,7.93,,81,N,NA,NA,12.12,3.77,4.69,4.79,5,15.69,6.85,6.04,7.18,5,South Australia,NA,-26.3,140.4,,Chapple Group
Cyclodomorphus venustus,Scincidae,Egerniinae,SAMA,R46937,93.72,26.4,62.67,12.13,7.43,6.8,9.36,12.59,4.02,,2.09,7,6.95,,68.78,Y,23.78,NA,13.2,5.69,5.99,5.6,5,16.49,6.55,6.04,7.25,5,South Australia,NA,-26.5128,134.9806,,Chapple Group
Cyclodomorphus venustus,Scincidae,Egerniinae,SAMA,R60883,95.38,26.36,62.43,12.72,7.67,6.56,9.76,13.59,4.58,,2.26,6.65,7.14,,89.86,N,NA,NA,14.96,6.07,5.3,6.56,5,18.99,7.58,6.82,8.78,5,South Australia,NA,-27.5328,135.4236,,Chapple Group
Cyclodomorphus venustus,Scincidae,Egerniinae,SAMA,R48411,90.54,26.01,56.64,11.95,7.72,6.44,10.05,13.98,4.19,,2.08,7.14,7.36,,83.22,N,NA,NA,14.63,5.05,5.54,6.42,5,19.08,8.55,6.5,8.32,5,South Australia,NA,-28.2114,134.7942,,Chapple Group
Cyclodomorphus venustus,Scincidae,Egerniinae,SAMA,R42476,98.42,26.33,63.02,13.4,7.37,7.41,9.62,13.53,4.22,,2.2,6.3,6.48,,81.66,Y,2.6,NA,11.42,4.34,4.79,4.72,5,15.93,7.26,5.62,7.12,5,South Australia,NA,-28.47,136.02,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D17296,204.38,73.97,117.81,48.51,19.17,26.2,39.98,41.83,13.05,,7.77,28.17,30.9,,186.97,N,NA,NA,50.93,20.84,19.56,23.47,5,73.95,32.76,27.35,33.43,5,Victoria,"Strathbogie Ranges, Mt. Albert",-36.78,145.9,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D11723,191.4,64.02,112,50.42,17.16,24.73,33.63,39.39,12.86,,7.31,24.54,28.91,,137.58,Y,6.59,NA,55.66,21.55,19.23,25.6,5,73.99,29.21,25,34.16,5,Victoria,"Oriental Diggings, Omeo",-36.93,147.75,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D66526,199.9,72.67,111.03,47.95,16.77,25.54,37.17,40.25,13.95,,7.54,26.47,32.73,,173.42,N,NA,NA,50.58,20.18,19.99,21.48,5,71.78,29.32,26.2,33.96,5,Victoria,1 km N of Maldon,-36.98,144.07,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D40041,183.89,68.6,100.39,44.84,16.12,18.67,30.21,37.3,12.35,,7.85,20.3,26.12,,163.16,N,NA,NA,50.06,18.33,15.79,24.25,5,67,25.68,21.11,31.94,5,Victoria,24.1 km W of Omeo,-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D40040,180.85,69.17,95.16,43.78,16.94,17.7,31.38,37.22,12.06,,7.53,20.15,27.31,,164.77,N,NA,NA,48.75,16.69,15.96,23.77,5,67.73,25.78,22.85,33.23,5,Victoria,24.1 km W of Omeo,-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D40034,196.89,70.45,104.76,44.81,17.26,20.36,33.16,39.6,13.19,,7.12,21.68,27.59,,176.99,N,NA,NA,51.37,20.89,16.85,22.32,5,68.96,28.32,23.98,34.23,5,Victoria,"Mt. Hotham, Hotham Heights road, 24 km W of Omeo",-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D40033,208.9,73.96,115.86,46.43,18.65,19.8,36.22,40.19,13.39,,7.97,23.53,30.47,,190.88,N,NA,NA,52.64,19.49,18.32,22.8,5,71.84,30.01,24.87,32.14,5,Victoria,"Mt. Hotham, Hotham Heights road, 24 km W of Omeo",-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D40036,204.6,67.8,114.49,50.42,17.32,22.06,32.65,39.17,13.48,,7.26,22.89,29.93,,188.42,N,NA,NA,54.41,20.17,18.24,21.93,5,73.55,30.19,25.18,34.72,5,Victoria,"Mt. Hotham, Hotham Heights road, 24 km W of Omeo",-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D38650,205.13,72.45,118.91,44.22,16.51,20.53,33.95,39.59,12.43,,7.65,23.51,30.29,,166.47,N,NA,NA,50.46,19.26,17.43,22.22,5,69.25,27.72,23.74,31.83,5,Victoria,24.1 km W of Omeo,-37.1,147.32,,Chapple Group
Egernia cunninghami,Scincidae,Egerniinae,MV,D55728,197.1,66.66,116.79,44.46,18.61,26.46,35.52,41.3,13.13,,7.73,26.22,30.44,,191.22,N,NA,NA,50.77,20.28,17.05,24.8,5,70.23,27.83,24.4,36.62,5,Victoria,Cathedral Ranges,-37.38,145.75,,Chapple Group
Egernia cygnitos,Scincidae,Egerniinae,WAM,R177127,104.79,37.2,57.26,25.2,10.68,9.33,13.77,17.64,5.51,,4.32,10.22,16.16,,38.06,N,NA,NA,31.48,15.49,12.57,11.4,5,36.41,13.81,13.01,14.24,5,Western Australia,12KM W MOUNT BRUCE,NA,NA,,Chapple Group
Egernia cygnitos,Scincidae,Egerniinae,WAM,R137876,104.12,37.68,59.69,24.14,9.38,10.08,12.53,17.27,5.24,,4.45,10.35,13.96,,44.18,N,NA,NA,31.87,13.6,10.95,12.07,5,33.21,13.17,12.55,14.12,5,Western Australia,Cape Leveque,-20.783333,117.783333,,Chapple Group
Egernia cygnitos,Scincidae,Egerniinae,WAM,R159827,97.4,34.18,53.41,23.19,10.59,9.53,14.86,17.87,5.7,,4.65,10.65,14.31,,38.19,N,NA,NA,28.74,11.35,11.05,10.43,5,28.83,14.47,12.2,11.84,5,Western Australia,PACKSADDLE RANGE,-20.969444,118.048333,,Chapple Group
Egernia cygnitos,Scincidae,Egerniinae,WAM,R163681,98.04,38.06,50.76,23.8,10.9,10.24,14.55,17.48,5.5,,5.1,10.05,13.35,,44.11,N,NA,NA,28.28,12.59,11.69,10.72,5,28.46,12.42,12.33,12.48,5,Western Australia,10KM S MALLINA HOMESTEAD,-22.610833,118.0225,,Chapple Group
Egernia cygnitos,Scincidae,Egerniinae,WAM,R157511,105.07,37.3,61.23,27.07,10.12,11.35,13.02,17.25,5.17,,4.88,10.96,13.4,,40.84,N,NA,NA,30.02,13.32,11.23,11.22,5,33.15,14.68,12.02,13.6,5,Western Australia,BALLA BALLA CREEK,-22.926389,118.8275,,Chapple Group
Egernia depressa,Scincidae,Egerniinae,MV,R935,95.46,37.26,48.45,25.66,11.18,13.09,16.33,17.97,6.21,,4.37,13.29,16.62,,34.61,N,NA,NA,27.79,10.91,10.64,11.06,5,32.95,14.48,11.81,13.59,5,NA,NA,NA,NA,,Chapple Group
Egernia depressa,Scincidae,Egerniinae,MV,R949,98.16,39.19,56.01,28.74,9.4,13.63,15.77,17.73,6.31,,4.35,12.48,15.11,,33.19,N,NA,NA,27.74,10.41,10.95,12.1,5,34.36,13.18,10.99,15.99,5,NA,NA,NA,NA,,Chapple Group
Egernia depressa,Scincidae,Egerniinae,MV,D3443,97.62,43.97,51.29,27.84,10.69,14.61,18.79,18.53,6.56,,5.16,12.78,16.6,,38.65,N,NA,NA,25.04,11.34,9.68,10.14,5,30.26,15.78,11.73,12.22,5,NA,NA,NA,NA,,Chapple Group
Egernia depressa,Scincidae,Egerniinae,MV,D1679,102.88,42.33,54.78,24.44,10.03,12.55,17.57,20.1,6.43,,4.14,12.38,16.06,,38.92,N,NA,NA,29.8,11.93,12.29,10.14,5,37.3,15.18,12.68,16.45,5,NA,NA,NA,NA,,Chapple Group
Egernia depressa,Scincidae,Egerniinae,MV,R945,108.47,43.06,57.38,27.21,9.25,13.04,16.97,19.07,6.54,,4.21,11.88,16.98,,40.4,N,NA,NA,30.76,10.93,11.98,11.2,5,36.72,15.79,11.33,16.85,5,NA,NA,NA,NA,,Chapple Group
Egernia douglasi,Scincidae,Egerniinae,WAM,R57074,160.47,57.3,88.82,44.69,17.75,21.16,26.81,29.44,8.69,,7.92,17.75,22.1,,163.04,N,NA,NA,42.83,18.31,16.16,12.46,5,50.38,25.78,20.3,22.05,5,NA,10KM NW HAMERSLEY GORGE,NA,NA,,Chapple Group
Egernia douglasi,Scincidae,Egerniinae,WAM,R81225,167.85,53.61,98.52,36.48,18.02,14.75,24.33,28.96,8.7,,6.18,17.8,22.91,,203.23,N,NA,NA,37.13,18.97,15.26,14.28,5,55.12,26.3,19.64,21.66,5,Western Australia,NA,-16.783333,128.333333,,Chapple Group
Egernia eos,Scincidae,Egerniinae,WAM,R22166,103.03,34.33,59.65,25.94,10.35,11.98,16.49,18.02,6.25,,4.94,12.43,17.59,,38.02,N,NA,NA,30.6,13.28,11.11,11.85,5,35.77,15.96,12.61,15.28,5,NA,NA,NA,NA,,Chapple Group
Egernia eos,Scincidae,Egerniinae,WAM,R22167,97.24,33.04,57.56,27.19,9.45,10.69,14.44,17.15,5.75,,4.27,12.22,17.22,,33.19,N,NA,NA,28.26,12.69,10.07,11.62,5,34.56,13.28,12.34,15.1,5,NA,WESTERN AUSTRALIA,NA,NA,,Chapple Group
Egernia eos,Scincidae,Egerniinae,WAM,R60692,102.98,36.95,57.95,24.8,10.99,11,14.72,17.75,6.11,,4.71,10.39,15.16,,50.52,N,NA,NA,28.43,13.27,11.16,10.81,5,32.75,13.3,12.15,13.44,5,Western Australia,NA,NA,NA,,Chapple Group
Egernia eos,Scincidae,Egerniinae,WAM,R22169,98.96,33.37,56.47,26.68,9.58,11.02,15.79,18.08,5.84,,4.33,12.03,15.56,,40.56,N,NA,NA,30.34,12.47,12.15,10.58,5,35.05,13.67,13.16,14.42,5,NA,WARBURTON MISSION,NA,NA,,Chapple Group
